source_term,canonical_zh_cn,status,source_kinds,matched_terms,occurrences
Avatar Optimizer Quest Mode,Avatar Optimizer Quest Mode,constrained,bold,Mode|Quest,docs/optimization/mobile-compatibility.md:233
Avatar Optimizer導入手順,Avatar Optimizer引入步骤,composed,admonition,導入|手順,docs/optimization/very-poor-escape.md:46
Avatar Optimizer最新版,Avatar Optimizer最新版,untranslated,bold,,docs/optimization/very-poor-escape.md:345
Avatar Rigger」,Avatar Rigger」,untranslated,bold,,docs/unity/project-setup.md:214
Avatar Riggerによる自動ウェイト設定,Avatar Riggerによる自动ウェイト设置,composed,bold,自動|設定,docs/unity/project-setup.md:213
Avatars」,Avatars」,untranslated,bold,,docs/unity/avatar-upload.md:174
Avatar」,Avatar」,untranslated,bold,,docs/basics/md-interface.md:222|docs/garments/t-shirt.md:257|docs/setup/unity-vrchat-setup.md:50|docs/unity/project-setup.md:53|docs/workflows/avatar-import.md:51|docs/workflows/avatar-import.md:91|docs/workflows/avatar-import.md:104|docs/workflows/avatar-modification.md:156
Avatar（アバター）メニュー,Avatar（头像）菜单,composed,heading,アバター|メニュー,docs/basics/md-interface.md:209
A」,A」,untranslated,bold,,docs/basics/md-interface.md:372|docs/garments/t-shirt.md:87
Aさん（初心者）の体験,Aさん（初学者）の体验,composed,bold,体験|初心者,docs/optimization/very-poor-escape.md:443
BOOTH,BOOTH,untranslated,term_def|bold,,docs/resources/community.md:48|docs/workflows/modular-garments.md:119|docs/workflows/modular-garments.md:119
BOOTH教材,BOOTH教材,untranslated,bold,,docs/resources/community.md:65
BOOTH販売準備,BOOTH販売準備,untranslated,bold,,docs/advanced/everywear-integration.md:525
Base Color,Base Color,constrained,bold,Color,docs/garments/swimwear.md:573
Basic (Built-in)」,Basic (Built-in)」,untranslated,bold,,docs/unity/project-setup.md:130
Batch Optimization,Batch Optimization,constrained,bold,Optimization,docs/advanced/everywear-integration.md:298
Before,Before,untranslated,bold,,docs/optimization/very-poor-escape.md:257|docs/optimization/very-poor-escape.md:444|docs/optimization/very-poor-escape.md:455
Before (PC専用),Before (PC専用),untranslated,bold,,docs/optimization/mobile-compatibility.md:268
Before (購入時),Before (購入時),untranslated,bold,,docs/optimization/mobile-compatibility.md:299
Bend,Bend,direct,bold,Bend,docs/garments/t-shirt.md:227|docs/physics/fabric-properties.md:48|docs/workflows/garment-fitting.md:178
Bend/Stretch/Shear,Bend/Stretch/Shear,constrained,bold,Bend|Shear|Stretch,docs/physics/fabric-properties.md:72
Bend（硬さ）の調整,Bend（硬さ）の调整,composed,bold,Bend|調整,docs/physics/fabric-properties.md:170
Binding,Binding,untranslated,bold,,docs/garments/swimwear.md:356
Blend Tree,Blend Tree,direct,term_def|bold,Blend Tree,docs/basics/terminology.md:146|docs/basics/terminology.md:146
BlendShape連携,BlendShape联动,composed,bold,連携,docs/advanced/ik-joint-mapping.md:204
Blender,Blender,untranslated,bold,,docs/resources/advanced-resources.md:124|docs/setup/software-check.md:86
Blenderとの操作統一,Blenderとの操作統一,untranslated,heading,,docs/basics/md-interface.md:253
Blenderの業界互換キーマップ設定,Blenderの業界互換キーマップ设置,composed,bold,設定,docs/basics/md-interface.md:256
BlenderやUnityとの操作統一設定,BlenderやUnityとの操作統一设置,composed,heading,Unity|設定,docs/basics/md-interface.md:251
Blenderライクな操作感にする設定,Blenderライクな操作感にする设置,composed,admonition,設定,docs/basics/md-interface.md:254
Blender連携分析,Blender联动分析,composed,bold,連携,docs/optimization/performance-analysis.md:331
Body Type Detection」,Body Type Detection」,untranslated,bold,,docs/workflows/avatar-modification.md:266
Body定義の確認,Body定義の确认,composed,bold,確認,docs/unity/fbx-to-vrchat-complete-guide.md:376
Bone/Rig Errors,Bone/Rig Errors,constrained,bold,Bone,docs/unity/fbx-to-vrchat-complete-guide.md:816
Bones,Bones,constrained,bold,Bone,docs/unity/fbx-to-vrchat-complete-guide.md:504
Bones」,Bones」,constrained,bold,Bone,docs/unity/project-setup.md:210
Bounds,Bounds,untranslated,bold,,docs/unity/fbx-to-vrchat-complete-guide.md:169
Build & Publish for Windows」,Build & Publish for Windows」,constrained,bold,Build|Window,docs/setup/unity-vrchat-setup.md:120|docs/unity/avatar-upload.md:107
Build & Publish の実行,Build & Publish の执行,composed,heading,Build|実行,docs/unity/avatar-upload.md:100
Build & Publish実行,Build & Publish执行,composed,bold,Build|実行,docs/unity/avatar-upload.md:104
Build & Test,Build & Test,constrained,bold,Build|Test,docs/garments/dress.md:388|docs/physics/optimization.md:246
Build & Test でエラーが出る」,Build & Test でエラーが出る」,constrained,admonition,Build|Test,docs/unity/project-setup.md:374
Build & Test でエラーが発生する」,Build & Test でエラーが発生する」,constrained,admonition,Build|Test,docs/workflows/common-issues.md:282
Build & Test の実行,Build & Test の执行,composed,bold,Build|Test|実行,docs/unity/project-setup.md:247
Build & Test」,Build & Test」,constrained,bold,Build|Test,docs/setup/unity-vrchat-setup.md:158|docs/unity/project-setup.md:249
Build & Test実行,Build & Test执行,composed,bold,Build|Test|実行,docs/unity/fbx-to-vrchat-complete-guide.md:774
Build Only,Build Only,constrained,term_def|bold,Build,docs/setup/unity-vrchat-setup.md:124|docs/setup/unity-vrchat-setup.md:124
Build Settings,Build Settings,direct,term_def|bold,Build Settings,docs/basics/terminology.md:158|docs/basics/terminology.md:158
Builder」,Builder」,constrained,bold,Build,docs/setup/unity-vrchat-setup.md:119|docs/setup/unity-vrchat-setup.md:157|docs/unity/avatar-upload.md:65|docs/unity/avatar-upload.md:105|docs/unity/project-setup.md:191|docs/unity/project-setup.md:248
Bさん（中級者）の体験,Bさん（中级）の体验,composed,bold,中級者|体験,docs/optimization/very-poor-escape.md:454
CLO-SET Connect,CLO-SET Connect,direct,bold,CLO-SET Connect,docs/resources/clo-set-connect.md:5
CLO-SET Connect & EveryWearプラットフォーム,CLO-SET Connect & EveryWearプラットフォーム,constrained,heading,CLO-SET Connect|EveryWear,docs/resources/clo-set-connect.md:1
CLO-SET Connectとは,CLO-SET Connectとは,constrained,heading,CLO-SET Connect,docs/resources/clo-set-connect.md:3
CLO-SET モジュラー ライブラリ ガイド,CLO-SET 模块化 资源库 指南,composed,bold,ガイド|モジュラー|ライブラリ,docs/workflows/modular-garments.md:115
CLO/Marvelous Designer契約者,CLO/Marvelous Designer契約者,constrained,term_def|bold,Marvelous Designer,docs/resources/clo-set-connect.md:117|docs/resources/clo-set-connect.md:117
CLO_MDJapan,CLO_MDJapan,untranslated,bold,,docs/resources/community.md:69
CPU負荷,CPU負荷,untranslated,term_def|bold,,docs/basics/terminology.md:272|docs/basics/terminology.md:272
Camera」,Camera」,untranslated,bold,,docs/unity/avatar-upload.md:212
Center Back,Center Back,untranslated,bold,,docs/garments/one-piece.md:176
Change to Avatar」,Change to Avatar」,untranslated,bold,,docs/unity/avatar-upload.md:180
Chargeurs,Chargeurs,untranslated,bold,,docs/resources/clo-set-connect.md:25
Check（確認）,Check（确认）,composed,bold,確認,docs/workflows/avatar-modification.md:629
Chest（胸）,Chest（胸）,untranslated,bold,,docs/workflows/avatar-modification.md:189
Circle,Circle,direct,bold,Circle,docs/basics/md-interface.md:101|docs/basics/md-interface.md:375
ClientSim,ClientSim,untranslated,term_def|bold,,docs/basics/terminology.md:405|docs/basics/terminology.md:405
Collision Thickness,Collision Thickness,constrained,bold,Collision,docs/garments/swimwear.md:542|docs/physics/fabric-properties.md:60|docs/physics/fabric-properties.md:141|docs/physics/fabric-properties.md:203
Collision 設定の最適化,Collision 设置の优化,composed,bold,Collision|最適化|設定,docs/garments/casual-wear.md:308
Collision設定,Collision设置,composed,bold,Collision|設定,docs/unity/fbx-to-vrchat-complete-guide.md:465|docs/workflows/garment-fitting.md:266
Color」,Color」,constrained,bold,Color,docs/basics/md-interface.md:400|docs/garments/t-shirt.md:241|docs/workflows/garment-fitting.md:191
Configure,Configure,untranslated,bold,,docs/unity/fbx-to-vrchat-complete-guide.md:373
Console Window,Console Window,constrained,bold,Window,docs/unity/project-setup.md:255
Console確認,Console确认,composed,bold,確認,docs/unity/project-setup.md:377
Controller,Controller,direct,term_def|bold,Controller,docs/basics/terminology.md:144|docs/basics/terminology.md:144
Convert Units,Convert Units,untranslated,bold,,docs/unity/project-setup.md:101
Cotton,Cotton,untranslated,bold,,docs/physics/fabric-properties.md:152
Create & Apply」,Create & Apply」,constrained,bold,Apply|Create,docs/workflows/avatar-modification.md:268
Create Fitting Suit」,Create Fitting Suit」,constrained,bold,Create,docs/workflows/avatar-modification.md:174|docs/workflows/avatar-modification.md:186
Create New Project」,Create New Project」,constrained,bold,Create|New|Project,docs/setup/unity-vrchat-setup.md:49|docs/unity/project-setup.md:53
Create Project」,Create Project」,constrained,bold,Create|Project,docs/setup/unity-vrchat-setup.md:54
Create」,Create」,constrained,bold,Create,docs/setup/md-first-launch.md:127|docs/setup/unity-vrchat-setup.md:191|docs/unity/project-setup.md:74
Ctrl + A,Ctrl + A,untranslated,term_def|bold,,docs/basics/md-interface.md:236|docs/basics/md-interface.md:236|docs/garments/swimwear.md:320
Ctrl + A」,Ctrl + A」,untranslated,bold,,docs/basics/md-interface.md:44|docs/garments/t-shirt.md:205|docs/workflows/garment-fitting.md:107
Ctrl + C,Ctrl + C,untranslated,bold,,docs/garments/skirt.md:87
Ctrl + C」,Ctrl + C」,untranslated,bold,,docs/garments/t-shirt.md:116
Ctrl + N,Ctrl + N,untranslated,term_def|bold,,docs/basics/md-interface.md:228|docs/basics/md-interface.md:228
Ctrl + O,Ctrl + O,untranslated,term_def|bold,,docs/basics/md-interface.md:229|docs/basics/md-interface.md:229
Ctrl + R,Ctrl + R,untranslated,term_def|bold,,docs/basics/md-interface.md:241|docs/basics/md-interface.md:241
Ctrl + S,Ctrl + S,untranslated,term_def|bold,,docs/basics/md-interface.md:230|docs/basics/md-interface.md:230
Ctrl + S」,Ctrl + S」,untranslated,bold,,docs/basics/md-interface.md:157
Ctrl + V,Ctrl + V,untranslated,bold,,docs/garments/skirt.md:87
Ctrl + V」,Ctrl + V」,untranslated,bold,,docs/garments/t-shirt.md:117
Ctrl + Y,Ctrl + Y,untranslated,term_def|bold,,docs/basics/md-interface.md:232|docs/basics/md-interface.md:232
Ctrl + Z,Ctrl + Z,untranslated,term_def|bold,,docs/basics/md-interface.md:231|docs/basics/md-interface.md:231
Ctrl + Z」,Ctrl + Z」,untranslated,bold,,docs/setup/md-first-launch.md:236
Curve,Curve,direct,bold,Curve,docs/basics/md-interface.md:103|docs/garments/swimwear.md:241
Curve Tool,Curve Tool,constrained,bold,Curve|Tool,docs/garments/skirt.md:76
Customize Toolbar」,Customize Toolbar」,constrained,bold,Tool,docs/basics/md-interface.md:337|docs/basics/md-interface.md:435
Cut/Copy/Paste,Cut/Copy/Paste,untranslated,term_def|bold,,docs/basics/md-interface.md:165|docs/basics/md-interface.md:165
Cutout Shader,Cutout Shader,untranslated,term_def|bold,,docs/basics/terminology.md:327|docs/basics/terminology.md:327
C」,C」,untranslated,bold,,docs/basics/md-interface.md:375
Cさん（プロクリエイター）の体験,Cさん（プロクリエイター）の体验,composed,bold,体験,docs/advanced/md2025-features.md:438
DAE,DAE,untranslated,term_def|bold,,docs/basics/terminology.md:285|docs/basics/terminology.md:285
DCCファイル,DCCファイル,untranslated,term_def|bold,,docs/basics/terminology.md:292|docs/basics/terminology.md:292
DDS,DDS,untranslated,term_def|bold,,docs/basics/terminology.md:300|docs/basics/terminology.md:300
DXFエクスポート,导出 DXF,direct,term_def|bold,DXFエクスポート,docs/basics/terminology.md:65|docs/basics/terminology.md:65
Denim,Denim,untranslated,bold,,docs/physics/fabric-properties.md:152
Density,Density,untranslated,bold,,docs/physics/fabric-properties.md:54|docs/physics/fabric-properties.md:73
Density（重さ）の調整,Density（重さ）の调整,composed,bold,調整,docs/physics/fabric-properties.md:178
Description,Description,untranslated,bold,,docs/unity/avatar-upload.md:127
Deselect All,Deselect All,untranslated,term_def|bold,,docs/basics/md-interface.md:172|docs/basics/md-interface.md:172
Diffuse/Base Color,Diffuse/Base Color,constrained,bold,Color,docs/basics/basic-concepts.md:80
Directional Light,Directional Light,direct,term_def|bold,Directional Light,docs/basics/terminology.md:150|docs/basics/terminology.md:150
Discord,Discord,untranslated,bold,,docs/resources/community.md:7|docs/resources/community.md:25|docs/resources/community.md:35
Discord コミュニティ,Discord コミュニティ,untranslated,heading,,docs/resources/useful-links.md:148
Discord招待リンク,Discord招待リンク,untranslated,link_text,,docs/setup/unity-vrchat-setup.md:290
Display,Display,direct,term_def|bold,Display,docs/basics/md-interface.md:202|docs/basics/md-interface.md:202
"Display""","Display""",constrained,bold,Display,docs/setup/md-first-launch.md:174
Documentation & Guides,Documentation & Guides,untranslated,bold,,docs/resources/useful-links.md:102
Do（実行）,Do（执行）,composed,bold,実行,docs/workflows/avatar-modification.md:624
